code,cat,state,bell,margin,layer1,leg_reasons,layer2,first_primed_epoch,feasible_window_min,max_lawful_joint_margin
26JUL12KRUFER,ATP_MAIN,PARTIAL_FOR_REASON,schedule_only,30,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""FER"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""KRU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783848158,48.4,24
26JUL12MARHAN,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,7,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""HAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""MAR"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783779238,2058.1,6
26JUL12MULSHE,ATP_MAIN,PARTIAL_FOR_REASON,exact,11,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""MUL"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""SHE"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1783797200,3453.0,10
26JUL12OFNTIR,ATP_MAIN,NEITHER_FOR_REASON,live_by_only,6,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""OFN"": ""STOOD_TOO_DEEP"", ""TIR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783790888,1047.5,5
26JUL12PASKAS,ATP_MAIN,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""KAS"": ""STOOD_TOO_DEEP"", ""PAS"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783835142,256.9,0
26JUL12REJMID,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,5,INPUT_GRAIN_ASLEEP+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""MID"": ""INPUT_GRAIN_ASLEEP"", ""REJ"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783823766,476.9,0
26JUL12SESMER,ATP_MAIN,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""MER"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SES"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784042452,35.0,0
26JUL12STRMUN,ATP_MAIN,PARTIAL_FOR_REASON,exact,8,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""MUN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""STR"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783809317,2451.4,7
26JUL12SVRDIM,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DIM"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""SVR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783833843,2039.7,0
26JUL13PASKRU,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,1,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""KRU"": ""STOOD_TOO_DEEP"", ""PAS"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783870446,970.2,3
26JUL13SANDAN,ATP_MAIN,PARTIAL_FOR_REASON,exact,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DAN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""SAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783895447,782.5,2
26JUL13TABROD,ATP_MAIN,PARTIAL_FOR_REASON,exact,6,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""ROD"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""TAB"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783893955,728.5,5
26JUL14CECBUR,ATP_MAIN,PARTIAL_FOR_REASON,exact,5,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""BUR"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""CEC"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783956079,1483.7,4
26JUL14CINHAL,ATP_MAIN,PARTIAL_FOR_REASON,exact,6,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""CIN"": ""STOOD_TOO_DEEP"", ""HAL"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783945264,976.6,5
26JUL14DIAMID,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DIA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""MID"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783970902,842.6,1
26JUL14GOMMCD,ATP_MAIN,PARTIAL_FOR_REASON,exact,6,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""GOM"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""MCD"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783987249,1029.5,5
26JUL14KYMDIE,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,6,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DIE"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""KYM"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783961921,926.7,5
26JUL14NEUPRA,ATP_MAIN,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""NEU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""PRA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784047519,46.9,0
26JUL14TOPUGO,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,5,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""TOP"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""UGO"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783956741,1155.6,4
26JUL14VALDAM,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DAM"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""VAL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783970874,842.8,1
26JUL14VANDAN,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,4,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""VAN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783967388,409.8,3
26JUL15BASTIR,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""BAS"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""TIR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784110907,1161.1,2
26JUL15PRADZU,ATP_MAIN,PARTIAL_FOR_REASON,exact,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DZU"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""PRA"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784122658,37.2,1
26JUL15VANDRO,ATP_MAIN,COMPLETE_AT_LOSS,live_by_only,7,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DRO"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""VAN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784094188,714.9,6
26JUL15VANVAL,ATP_MAIN,NEITHER_FOR_REASON,live_by_only,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""VAL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""VAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784042930,87.2,1
26JUL16FARRUU,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,3,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""FAR"": ""STOOD_TOO_DEEP"", ""RUU"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784121840,1176.3,2
26JUL16MERDRO,ATP_MAIN,PARTIAL_FOR_REASON,exact,13,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DRO"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""MER"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784156914,836.4,12
26JUL17RINTSI,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,7,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""RIN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""TSI"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784218057,1361.9,6
26JUL17TABTIR,ATP_MAIN,PARTIAL_FOR_REASON,exact,6,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""TAB"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TIR"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784227639,338.3,5
26JUL18BUTTAB,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,13,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""BUT"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""TAB"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784332602,674.1,12
26JUL18CINMIC,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""CIN"": ""STOOD_TOO_DEEP"", ""MIC"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784332114,579.7,0
26JUL18COLCER,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""CER"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""COL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}",PLAN_WAS_FEASIBLE,1784298879,97.4,1
26JUL18DOMSKA,ATP_MAIN,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""DOM"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SKA"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1784333451,801.4,0
26JUL18GAUTSE,ATP_MAIN,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""GAU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TSE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_INFEASIBLE_FLOORS_PRECEDED_PRIMED,1784372024,,
26JUL18HIPGIU,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,4,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""GIU"": ""STOOD_TOO_DEEP"", ""HIP"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784333786,524.8,1
26JUL18JACDA,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DA"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""JAC"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784327863,744.8,2
26JUL18KOPHER,ATP_MAIN,NEITHER_FOR_REASON,live_by_only,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""HER"": ""STOOD_TOO_DEEP"", ""KOP"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784377548,83.3,0
26JUL18LUZTSE,ATP_MAIN,NEITHER_FOR_REASON,contradictory,4,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""LUZ"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TSE"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}",PLAN_WAS_FEASIBLE,1784375205,36.8,3
26JUL18PELSIL,ATP_MAIN,PARTIAL_FOR_REASON,exact,36,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""PEL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SIL"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784335808,814.7,14
26JUL18WALDJE,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,5,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DJE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""WAL"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784327050,751.9,4
26JUL19CINGIU,ATP_MAIN,PARTIAL_FOR_REASON,clean_interval,4,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""CIN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""GIU"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784379130,1294.2,3
26JUL19DELDJE,ATP_MAIN,PARTIAL_FOR_REASON,clean_interval,5,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DEL"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""DJE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784396610,1035.7,4
26JUL19FERVAN,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""FER"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""VAN"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784417875,1473.5,2
26JUL19GAUCAR,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,5,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""CAR"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""GAU"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784430004,663.2,4
26JUL19MARSKA,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,2,INPUT_GRAIN_ASLEEP+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""MAR"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""SKA"": ""INPUT_GRAIN_ASLEEP""}",PLAN_WAS_FEASIBLE,1784436020,354.2,0
26JUL19RODSAC,ATP_MAIN,PARTIAL_FOR_REASON,clean_interval,2,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""ROD"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SAC"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1784396198,1068.4,1
26JUL19RUBDAR,ATP_MAIN,PARTIAL_FOR_REASON,clean_interval,4,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""DAR"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""RUB"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784394573,1030.5,3
26JUL19TSICOL,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,45,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""COL"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""TSI"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784384582,13.8,34
26JUL19VANFAR,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,3,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_TOO_DEEP,"{""FAR"": ""STOOD_TOO_DEEP"", ""VAN"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784433734,595.1,2
26JUL19WAWBUR,ATP_MAIN,PARTIAL_FOR_REASON,live_by_only,7,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BUR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""WAW"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1784444312,386.2,6
26JUL20SCHROD,ATP_MAIN,PARTIAL_FOR_REASON,exact,5,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""ROD"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""SCH"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1784496321,890.5,4
26JUL12BOSKOV,WTA_CHALL,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""BOS"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""KOV"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783819745,458.4,0
26JUL12FEICHE,WTA_CHALL,NEITHER_FOR_REASON,exact,1,LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""CHE"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)"", ""FEI"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783833713,181.7,0
26JUL12MALTUR,WTA_CHALL,PARTIAL_FOR_REASON,exact,5,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR),"{""MAL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)"", ""TUR"": ""LICENSE_BLOCKED(PAIR_POST_ONSET_LOWS_NOT_UNDER_PAR)""}",PLAN_WAS_FEASIBLE,1783827102,823.0,4
26JUL12ROUJAK,WTA_CHALL,PARTIAL_FOR_REASON,schedule_only,47,INPUT_GRAIN_ASLEEP+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""JAK"": ""INPUT_GRAIN_ASLEEP"", ""ROU"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783846251,312.9,43
26JUL12SAIETO,WTA_CHALL,PARTIAL_FOR_REASON,schedule_only,2,STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)+STOOD_TOO_DEEP,"{""ETO"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)"", ""SAI"": ""STOOD_TOO_DEEP""}",PLAN_WAS_FEASIBLE,1783847098,258.1,1
26JUL12SOKNUG,WTA_CHALL,PARTIAL_FOR_REASON,exact,8,INPUT_GRAIN_ASLEEP+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""NUG"": ""INPUT_GRAIN_ASLEEP"", ""SOK"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783860329,69.5,6
26JUL12VOLMAR,WTA_CHALL,PARTIAL_FOR_REASON,exact,3,INPUT_GRAIN_ASLEEP+STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING),"{""MAR"": ""INPUT_GRAIN_ASLEEP"", ""VOL"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_UNCREDITED_TIMING)""}",PLAN_WAS_FEASIBLE,1783862432,223.0,1
